Communication Services,17543418.0
Consumer Discretionary,-29123263.0
Consumer Staples,31028909.0
Energy,20474677.0
Financials,47425709.0
Health Care,36026170.0
Industrials,8244436.0
Information Technology,17527762.0
Materials,-29528000.0
Real Estate,-20684352.0
Utilities,23679353.0
